,id,property_title,host_id,host_name,city,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,nr_reviews_past_year,avail_month,price_range
30814,920103826004223083,King Premier Room at Ink 48 Hotel,501999278,RoomPicks,Manhattan,Hell's Kitchen,40.76402587781315,-73.99688054398398,Hotel room,485.0,1,0,245,326,0,oct-dec,High range
30816,920109678115048743,Charming Studio close Empire State & 5th Ave #54,343450886,Alberto,Manhattan,Midtown,40.748125389780014,-73.98870584521093,Entire home/apt,246.0,1,8,3,234,7,jul-sep,Mid-range product
30817,920175418961824665,Cozy Suite with Tea Bar Near JFK,521584060,Indranie,Queens,Rosedale,40.6598,-73.72981,Private room,145.0,30,22,1,365,19,oct-dec,Mid-range product
30818,920192085939852814,Family Studio With 3 Beds close Empire State #29,438550739,Fernando Alberto,Manhattan,Midtown,40.74815653159341,-73.98680773558084,Entire home/apt,342.0,1,15,3,206,15,jul-sep,High range
30819,920194483850422892,Cozy Private Room in Greenpoint,50489309,Jimmy,Brooklyn,Greenpoint,40.7313892,-73.9580488,Private room,172.0,3,9,2,58,9,jan-mar,Mid-range product
30820,920235590947471498,Private kitchenette room at West 30th St Manhattan,514336590,Reservation,Manhattan,Chelsea,40.750502422160494,-74.00140418272281,Private room,165.0,30,0,33,364,0,oct-dec,Mid-range product
30821,920281729367862507,Luxury high rise in Times Square,179135911,Divya,Manhattan,Theater District,40.762677898746006,-73.98472783928482,Private room,84.0,30,2,3,332,2,oct-dec,Low-range product
30822,920282204227507329,Alcove Studio near Central Park - Private Balcony,2867137,Avi,Manhattan,Upper West Side,40.78895295801738,-73.97212187907978,Entire home/apt,160.0,30,3,90,316,3,oct-dec,Mid-range product
30823,920302144753983936,Exquisite Private Kitchenette Room on West 30th St,514336590,Reservation,Manhattan,Chelsea,40.75151,-73.99796,Private room,91.0,30,0,33,242,0,jul-sep,Mid-range product
30824,920320559323406807,Single Standard Furnished Room on West 30th Street,514336590,Reservation,Manhattan,Chelsea,40.74973688992633,-73.99830844145802,Private room,64.0,30,0,33,302,0,oct-dec,Low-range product
30825,920321982003015564,Broadway View 1 King Room at Hotel Belleclaire,501999278,RoomPicks,Manhattan,Upper West Side,40.78189736375002,-73.98036408111666,Hotel room,283.0,1,0,245,303,0,oct-dec,High range
30827,920323389045711545,Broadway View 2 Queen Beds at Hotel Belleclaire,501999278,RoomPicks,Manhattan,Upper West Side,40.783463034424855,-73.98042177082627,Hotel room,336.0,1,0,245,344,0,oct-dec,High range
30828,920324956955905116,Family Ste 1 King 2 Full Beds at Hotel Belleclaire,501999278,RoomPicks,Manhattan,Upper West Side,40.783032935542245,-73.98220610263442,Hotel room,878.0,1,0,245,352,0,oct-dec,High range
30831,920363020026592147,Furnished Standard Single Room on West 30th Street,514336590,Reservation,Manhattan,Chelsea,40.75154,-73.99791,Private room,95.0,30,0,33,292,0,oct-dec,Mid-range product
30833,920400184300743734,Small Furnished Single Room on West 30th Street,514336590,Reservation,Manhattan,Chelsea,40.75165029009799,-73.99692652423691,Private room,125.0,30,0,33,276,0,oct-dec,Mid-range product
30835,920866966628505447,Lustrous 3BR Bushwick House 25 min to Manhattan.,501499086,CrossOver,Brooklyn,Bushwick,40.69152709999999,-73.91272,Entire home/apt,265.0,30,0,170,364,0,oct-dec,High range
30836,920867558233350907,Spacious Beautiful Private Room,205488631,Devorah,Bronx,Highbridge,40.84032153549104,-73.92629093879732,Private room,40.0,30,5,1,153,5,apr-jun,Low-range product
30837,920887010051111392,3BR1BA Brooklyn Apt close to Downtown Manhattan,501499086,CrossOver,Brooklyn,Bushwick,40.69152709999999,-73.91272,Entire home/apt,249.0,30,0,170,364,0,oct-dec,Mid-range product
30838,921089227714390493,Williamsburg Minimal,3074287,Giovanni,Brooklyn,Williamsburg,40.71338858192049,-73.95514128266943,Private room,290.0,30,0,1,269,0,jul-sep,High range
30839,921169072043175855,4BR/1.5BA apt in Jackson Heights 7 train 90 St Sta,501499086,CrossOver,Queens,Jackson Heights,40.74985059999999,-73.87929969999999,Entire home/apt,334.0,30,0,170,364,0,oct-dec,High range
30840,921243805509585892,Cypress Hills Cozy room,501323440,Romulo,Brooklyn,Cypress Hills,40.68662959420523,-73.87163076549768,Private room,89.0,2,27,2,86,27,jan-mar,Mid-range product
30841,921312862841077416,"Sunny, beautiful condo with private balcony",13934339,Isabel,Brooklyn,East Flatbush,40.6545025,-73.9487716,Entire home/apt,170.0,37,1,1,66,1,jan-mar,Mid-range product
30842,921319100095468260,Spacious Room with Free Parking,521861346,Shana,Queens,Jamaica,40.7007986,-73.7801059,Private room,140.0,2,14,1,258,14,jul-sep,Mid-range product
30843,921356417447987638,RMs 4mins 90 St station near Grand Central Midtown,501499086,CrossOver,Queens,Elmhurst,40.74814375699869,-73.8782535583895,Entire home/apt,281.0,30,0,170,364,0,oct-dec,High range
30845,921421417458690175,3BR/1BA Elmhurst Apt 3mins to 7train 90St Station,501499086,CrossOver,Queens,Elmhurst,40.747293481458016,-73.8725073277046,Entire home/apt,271.0,30,0,170,364,0,oct-dec,High range
30846,921446158593950278,Cozy 3BR2BA Elmhurst Apt 10mins to Grand Av-Newton,501499086,CrossOver,Queens,Elmhurst,40.734981,-73.88470079999999,Entire home/apt,346.0,30,0,170,364,0,oct-dec,High range
30847,921461246038580194,3BR2BA Elmhurst Apt > 7train 90St M/R Elmhurst Ave,501499086,CrossOver,Queens,Elmhurst,40.743961821499894,-73.87761197499826,Entire home/apt,336.0,30,0,170,364,0,oct-dec,High range
30848,921485729105300106,3BR2BA Elmhurst Apt 5mins M R Elmhurst Ave Station,501499086,CrossOver,Queens,Elmhurst,40.7404828,-73.88390629999999,Entire home/apt,336.0,30,0,170,364,0,oct-dec,High range
30849,921501568877556996,3BR/2BA Elmhurst Apt 5min M R Elmhurst Ave Station,501499086,CrossOver,Queens,Elmhurst,40.7404828,-73.88390629999999,Entire home/apt,336.0,30,0,170,364,0,oct-dec,High range
30850,921533359090475222,3BR2BA Apt 5mins from Jackson Hts–Roosevelt Ave,501499086,CrossOver,Queens,Elmhurst,40.74616290000001,-73.8887556,Entire home/apt,336.0,30,0,170,364,0,oct-dec,High range
30851,921583804334125486,3BR/2BA Apt 5mins from Jackson Hts–Roosevelt Ave,501499086,CrossOver,Queens,Elmhurst,40.74616290000001,-73.8887556,Entire home/apt,336.0,30,0,170,364,0,oct-dec,High range
30856,921642860614492460,3BR2BA Apt Near Jackson Hts Roosevelt Av Station,501499086,CrossOver,Queens,Elmhurst,40.740894081057576,-73.88917034307026,Entire home/apt,307.0,30,0,170,364,0,oct-dec,High range
30857,921643385169345805,Bedstuy beauty,521935328,Annette,Brooklyn,Bedford-Stuyvesant,40.688030576314546,-73.9349412685157,Entire home/apt,200.0,30,0,1,87,0,jan-mar,Mid-range product
30858,921673175182304339,Furnished Small Single Room at West 30th St,514336590,Reservation,Manhattan,Chelsea,40.75004637594591,-73.99863622615383,Private room,78.0,30,1,33,345,1,oct-dec,Low-range product
30859,921731972122044707,Huge Beach house,521073358,Germaine,Queens,Arverne,40.5892,-73.79247,Private room,955.0,30,0,3,365,0,oct-dec,High range
30860,921754895372312797,Prospect Park 20min to the City,32154573,Priscilla,Brooklyn,Flatbush,40.65254212086782,-73.96435399020866,Private room,86.0,30,0,1,269,0,jul-sep,Low-range product
30862,921839163421133106,New Luxury High Floor Amazing City View Studio,305387117,UltraDiamond,Queens,Long Island City,40.746400329029,-73.94435883794281,Entire home/apt,250.0,7,4,8,238,4,jul-sep,Mid-range product
30864,921841654304107300,Near Manhattan Stunning New Luxury Penthouse,305387117,UltraDiamond,Brooklyn,Bedford-Stuyvesant,40.696891217371345,-73.93672048688265,Entire home/apt,383.0,7,18,8,304,18,oct-dec,High range
30866,921953772188877932,Studio with beautiful view,146181324,Anna,Manhattan,Hell's Kitchen,40.76190696882093,-73.99034294319478,Entire home/apt,420.0,30,5,4,269,5,jul-sep,High range
30867,921973637699062776,Studio in east village,62691206,Sean,Manhattan,East Village,40.72798,-73.97778,Entire home/apt,150.0,30,3,1,224,3,jul-sep,Mid-range product
30868,921985740130193871,"Quiet Oasis Manhattan,Times Square 1 BR w/balcony",262674323,Zima & Kate,Manhattan,Hell's Kitchen,40.76289528871469,-73.99189401223336,Entire home/apt,250.0,30,0,1,343,0,oct-dec,Mid-range product
30869,922205182778485353,"Blueground | East Village, balcony & w/d nr bars",107434423,Blueground,Manhattan,East Village,40.722094,-73.984874,Entire home/apt,493.0,31,0,842,217,0,jul-sep,High range
30870,922305825497271717,Sun-lit & Calm Brooklyn Loft : 2 Open Rooms,14384914,Love,Brooklyn,Bushwick,40.704400813563794,-73.92418315449774,Private room,88.0,30,0,2,153,0,apr-jun,Mid-range product
30873,922525640741571909,Gorgeous apt with stunning view,146181324,Anna,Manhattan,Upper West Side,40.76945,-73.98485,Entire home/apt,500.0,30,9,4,227,9,jul-sep,High range
30874,922527181364298444,New Flushing Modern Apartment,420975523,Will,Queens,Flushing,40.7544041020624,-73.832370227907,Entire home/apt,268.0,30,11,4,180,11,apr-jun,High range
30875,922531986743506039,Employed/student private room,522180259,Felix,Manhattan,Washington Heights,40.8512,-73.94148,Private room,59.0,30,0,1,269,0,jul-sep,Low-range product
30876,922544734738265971,Chelsea Canvas II by RoveTravel | Large 3BR Duplex,17775359,Rove,Manhattan,West Village,40.7399867,-74.0036456,Entire home/apt,517.0,180,0,78,339,0,oct-dec,High range
30877,922544917728869201,Chelsea Canvas III by RoveTravel|Charming 2BR Gem,17775359,Rove,Manhattan,Chelsea,40.740869640616594,-74.00248017034986,Entire home/apt,276.0,180,0,78,4,0,jan-mar,High range
30878,922550145185384895,Economy Single Room in the Heart of Montgomery St,514336590,Reservation,Brooklyn,Crown Heights,40.6652884,-73.9531341,Private room,75.0,30,1,33,296,1,oct-dec,Low-range product
30879,922570487743691267,Comfort Single Room in the Heart of Montgomery St,514336590,Reservation,Brooklyn,Crown Heights,40.66617,-73.95395,Private room,95.0,30,0,33,330,0,oct-dec,Mid-range product
30880,922596239248347611,Private Room near subway-J train,16542425,Cristina,Brooklyn,Bushwick,40.691408041375205,-73.92014387995005,Private room,80.0,30,1,1,213,1,jul-sep,Low-range product
30883,922748405120763971,Bedroom bk Minimalist 2,266577166,Jhoan,Brooklyn,Bushwick,40.696557000394584,-73.91702580603864,Private room,56.0,30,11,7,122,11,apr-jun,Low-range product
30884,922763290425504533,Cozy Chic Apartment with Backyard,481432278,Eli,Brooklyn,Crown Heights,40.671763704802,-73.9357189418824,Entire home/apt,111.0,30,4,2,324,4,oct-dec,Mid-range product
30885,923097941529886147,Luxury Room Near Transit and Hospital (B),519259891,Dindial,Queens,Jamaica,40.70197,-73.81192,Private room,39.0,30,2,6,60,2,jan-mar,Low-range product
30886,923119089004402776,Skylight Room in Modern Duplex,4888892,Darina,Brooklyn,Bedford-Stuyvesant,40.68092029576777,-73.91262706769565,Private room,65.0,30,1,5,299,1,oct-dec,Low-range product
30887,923173058644795452,444-3F Newly renovated 1BR in Hell's Kitchen,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,186.0,30,0,212,336,0,oct-dec,Mid-range product
30888,923184176938855691,Chic 3Bedroom West Village Condo,513505880,Luis,Manhattan,Greenwich Village,40.72971,-74.00188,Entire home/apt,995.0,1,1,1,233,1,jul-sep,High range
30889,923197559312516663,The Sutton Place I,61391963,Stay With Vibe,Manhattan,Midtown,40.75791876167753,-73.96418377769578,Entire home/apt,113.0,30,2,129,77,2,jan-mar,Mid-range product
30890,923207690874951698,The Lisa I,61391963,Stay With Vibe,Manhattan,Upper East Side,40.77145,-73.95687,Entire home/apt,117.0,30,2,129,336,2,oct-dec,Mid-range product
30891,923241683452324279,403-3C Newly renovated 3br in prime UES,162280872,Urban Furnished,Manhattan,Upper East Side,40.7658315,-73.9568257,Entire home/apt,292.0,30,0,212,329,0,oct-dec,High range
30892,923280110640372934,Beautiful Loft - Downtown NYC,346915366,Daniel,Manhattan,Financial District,40.706541,-74.01582440000001,Entire home/apt,239.0,30,1,2,364,1,oct-dec,Mid-range product
30893,923284967585951633,Bright and spacious in Williamsburg,35355701,Calle,Brooklyn,Williamsburg,40.71606,-73.95668,Entire home/apt,595.0,30,1,1,364,1,oct-dec,High range
30894,923296356416097709,Comfortable stay/Female guest only,60126047,Renuca,Queens,Jamaica,40.6774065,-73.7991945,Private room,50.0,30,9,2,364,9,oct-dec,Low-range product
30895,923387293801507759,Best cozy private bed!,23971401,Miao,Queens,Woodside,40.74399,-73.89612,Private room,399.0,30,0,3,364,0,oct-dec,High range
30896,923399719873002840,A+ Location! Prime Greenwich Village / Soho Loft!,520265731,Rodrigo,Manhattan,Greenwich Village,40.72839,-73.99954,Entire home/apt,148.0,2,22,1,348,22,oct-dec,Mid-range product
30897,923501259774537600,SEVEN FIT Wellness Retreat Space,519182493,Shomari,Manhattan,Washington Heights,40.84350410838829,-73.93993363101507,Private room,55.0,30,1,1,180,1,apr-jun,Low-range product
30898,923815513633030246,5BR Townhome |Game Room| Fire Pit|Patio|Movie Room,269144933,Illy,Manhattan,East Harlem,40.80547,-73.94163,Entire home/apt,777.0,3,45,1,329,45,oct-dec,High range
30899,923822272026545791,Large 2 Bed 2 Bath near L train,10450542,David,Brooklyn,Williamsburg,40.71438,-73.944,Entire home/apt,350.0,30,0,1,89,0,jan-mar,High range
30900,923860359383615657,Greenpoint Duplex Oasis,117738,Danielle,Brooklyn,Greenpoint,40.72955,-73.96024,Entire home/apt,589.0,30,0,1,208,0,jul-sep,High range
30901,923894804847429517,Stunning King Sized Ensuite | Message 2 Book,522559910,Will,Queens,Maspeth,40.735166335899336,-73.89422662713137,Entire home/apt,148.0,30,6,3,221,6,jul-sep,Mid-range product
30902,923900704452428974,Bushwick plaza,22098752,Eric,Brooklyn,Bushwick,40.68278570973208,-73.9069326594472,Entire home/apt,110.0,30,2,1,364,2,oct-dec,Mid-range product
30903,923919849792767637,Charming 1 Bed Next to Park,18335465,Jerome,Brooklyn,Crown Heights,40.67368,-73.94078,Private room,120.0,30,0,1,90,0,apr-jun,Mid-range product
30904,923923506158002518,3x Broadway View 2 Queen Room at Hotel Belleclaire,501999278,RoomPicks,Manhattan,Upper West Side,40.781881202619275,-73.9819705953286,Hotel room,1010.0,1,0,245,313,0,oct-dec,High range
30905,923926316808811245,2x Broadway View 2 Queen Room at Hotel Belleclaire,501999278,RoomPicks,Manhattan,Upper West Side,40.78146009001836,-73.98037400673962,Hotel room,674.0,1,0,245,329,0,oct-dec,High range
30906,923932984833086904,Near the UN and midtown,513252528,Susan,Manhattan,Midtown,40.752244914813346,-73.9713909267811,Private room,239.0,3,31,1,51,31,jan-mar,Mid-range product
30908,923974573909245693,2 bed- North Williamsburg,202771189,Michelle,Brooklyn,Williamsburg,40.71779086502849,-73.95737442689571,Entire home/apt,157.0,30,0,2,321,0,oct-dec,Mid-range product
30909,924001872239136033,Chic & Luxury 2BD with Washer & Dryer / Chelsea,407304997,Boomerang,Manhattan,Chelsea,40.744371912871834,-73.99185198158146,Entire home/apt,360.0,30,0,29,121,0,apr-jun,High range
30910,924114199329552395,Gates Grove by RoveTravel | 4BR Renovated Triplex,17775359,Rove,Brooklyn,Bedford-Stuyvesant,40.6858491,-73.9553957,Entire home/apt,577.0,30,1,78,66,1,jan-mar,High range
30911,924124016591986136,Huge 2 bed new penthouse condo in Long Island city,35214397,James,Queens,Long Island City,40.7500284867008,-73.93893760618023,Entire home/apt,245.0,30,0,1,264,0,jul-sep,Mid-range product
30912,924164533002895867,Midtown Oasis - Steps from Empire State Building,517551178,Lisa,Manhattan,Midtown,40.749288530627574,-73.98627790767001,Entire home/apt,298.0,1,15,7,265,15,jul-sep,High range
30913,924473300535110753,Heart of Greenwich Village 3BR GEM,238328671,Brady,Manhattan,Greenwich Village,40.72973604828789,-73.99696180765726,Entire home/apt,665.0,30,0,1,130,0,apr-jun,High range
30914,924510090567827314,78-4A new 2BR Duplex with a private outdoor UES,162280872,Urban Furnished,Manhattan,Upper East Side,40.772425,-73.9545481,Entire home/apt,272.0,30,2,212,278,2,oct-dec,High range
30915,924522673156896830,444-2C Beautiful 1BR Midtown West,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,177.0,30,0,212,364,0,oct-dec,Mid-range product
30916,924523082287697779,444-4F Luxurious 1BR Midtown West,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,191.0,30,3,212,330,3,oct-dec,Mid-range product
30917,924594444558963818,Comfy Room Prime Brooklyn,352710338,Alex,Brooklyn,Gowanus,40.6824616,-73.99012909999999,Private room,103.0,30,1,10,327,1,oct-dec,Mid-range product
30918,924597757936844689,Private Room in Brooklyn,352710338,Alex,Brooklyn,Gowanus,40.6824616,-73.99012909999999,Private room,103.0,30,0,10,327,0,oct-dec,Mid-range product
30919,924600355330605485,Downtown Brooklyn Room,352710338,Alex,Brooklyn,Gowanus,40.6824616,-73.99012909999999,Private room,103.0,30,0,10,318,0,oct-dec,Mid-range product
30920,924663408638450361,"Beautiful, bright and modern !",13669059,Nancy,Manhattan,Lower East Side,40.71148992099878,-73.99090798064941,Entire home/apt,300.0,30,0,1,364,0,oct-dec,High range
30921,924666864724020545,The Brooklyn Leisure,209566936,Chesky,Brooklyn,Flatbush,40.63954,-73.9637,Private room,150.0,30,1,4,90,1,apr-jun,Mid-range product
30922,924696138423614261,One Bedroom in Midtown West near Theater District,22541573,Furnished Quarters,Manhattan,Theater District,40.759089624946355,-73.98499448126827,Entire home/apt,338.0,30,0,144,334,0,oct-dec,High range
30924,924755008538247849,Private room with Shared bath on Union Square 12,408979935,Nana And KY,Manhattan,Gramercy,40.7347205,-73.98697440000001,Entire home/apt,131.0,1,12,25,37,12,jan-mar,Mid-range product
30925,924768162233456430,Near JFK Airport,22699146,Michael Lee,Queens,Ozone Park,40.67337544220497,-73.85306216410675,Private room,117.0,1,51,3,355,51,oct-dec,Mid-range product
30927,924813434785477544,4BR1BA Woodside Townhouse with a Classic Feel,501499086,CrossOver,Queens,Woodside,40.7436221,-73.8937598,Entire home/apt,348.0,30,0,170,364,0,oct-dec,High range
30928,924828664361603194,Wonderful 4BR Near Roosevelt Jackson Heights Stat,501499086,CrossOver,Queens,Woodside,40.7410244,-73.893053,Entire home/apt,330.0,30,0,170,364,0,oct-dec,High range
30929,924847224718527649,Furnished 3BR Near 61 St Station-7 train. Cozy RMs,501499086,CrossOver,Queens,Woodside,40.7431724,-73.9012034,Entire home/apt,311.0,30,0,170,364,0,oct-dec,High range
